date,code,usdprice
2010-02-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",1.6102
2010-03-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",1.6102
2010-04-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",1.739
2010-05-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.375
2010-06-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.8983
2010-07-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.5762
2010-08-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.5762
2010-09-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.2542
2010-10-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.5762
2010-11-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.7775
2010-12-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.5762
2011-01-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.8983
2011-02-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.5762
2011-03-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.6567
2011-04-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.9385
2011-05-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.5762
2011-06-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.8983
2011-07-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.2203
2011-08-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.1208
2011-09-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.1949
2011-10-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.9407
2011-11-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.3898
2011-12-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.3898
2012-01-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",4.4068
2012-02-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",4.7458
2012-03-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",5.0169
2012-04-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",5.5085
2012-05-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",4.7458
2012-07-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.3898
2012-08-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.3898
2012-09-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.3898
2012-10-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",5.0847
2012-11-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",5.0847
2012-12-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",5.0847
2013-01-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",5.0847
2013-02-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",5.0847
2013-03-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",5.0847
2013-04-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",5.5932
2013-05-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",5.7627
2013-06-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",5.6949
2013-07-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",5.4237
2013-08-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",5.7627
2013-09-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",5.4237
2013-10-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",5.0847
2013-11-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",4.7864
2013-12-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",5.1864
2014-01-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",6.7797
2014-02-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",5.4237
2014-03-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",5.4237
2014-04-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",4.0678
2014-05-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",4.0678
2014-06-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",4.0678
2014-07-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",4.0678
2014-08-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.839
2014-09-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.4576
2014-10-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.7119
2014-11-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.7881
2014-12-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.5424
2015-01-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",4.7458
2015-02-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",4.339
2015-03-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",4.5763
2015-04-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",6.6102
2015-05-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",7.3898
2015-07-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",8.4068
2015-08-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",10.1695
2015-09-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",9.322
2015-10-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",10.4407
2015-12-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.7846
2016-01-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.4234
2016-02-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.3593
2016-03-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.4332
2016-04-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.1893
2016-05-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.1396
2016-06-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",1.7119
2016-07-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",4.7548
2016-08-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",4.0591
2016-09-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",1.7502
2016-10-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.8446
2016-11-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.4814
2016-12-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.2006
2017-01-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.9821
2017-02-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.9013
2017-03-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.0052
2017-04-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.9898
2017-05-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.6814
2017-06-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.7206
2017-07-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.729
2017-08-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.3093
2017-10-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.8656
2017-11-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.4196
2017-12-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.2797
2018-01-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.822
2018-03-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.6308
2018-04-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.4256
2018-06-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.4157
2018-07-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.0949
2018-08-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.5764
2018-09-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.6056
2018-10-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.4206
2018-12-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.3741
2019-01-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.0757
2019-11-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.5084
2019-12-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.7809
2020-01-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.1037
2020-03-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.7096
2020-04-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.7013
2020-05-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.6883
2020-06-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.6722
2020-07-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.4242
2020-08-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.3239
2020-09-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",5.0636
2020-10-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",5.583
2020-11-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",5.6813
2020-12-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",5.6478
2021-01-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",5.6349
2021-02-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",5.6233
2021-03-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",5.6338
2021-04-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",6.5982
2021-05-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",6.2932
2021-06-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",5.1567
2021-07-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.8677
2021-08-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.2674
2021-09-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.7008
2021-10-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.2834
2021-11-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.4964
2021-12-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.0803
2022-01-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.6339
2022-02-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.7709
2022-03-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.7834
2022-04-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.7889
2022-05-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.9853
2022-06-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.9772
2022-07-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.5805
2022-08-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.89
2022-09-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.931
2022-10-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.7242
2022-11-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.6982
2022-12-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.6508
2023-01-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.5573
2023-02-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.2899
2023-03-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",2.9063
2023-04-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.064
2023-05-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.2564
2023-06-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.2466
2023-07-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.0208
2023-08-15,"Central Equatoria-Juba-Konyokonyo-Sorghum (white, imported)-3.5 KG-SSP",3.0569
2010-07-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.5226
2010-08-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.2542
2010-09-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,1.6102
2010-10-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,7.3262
2010-11-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,5.6355
2011-01-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.5762
2011-02-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.4957
2011-03-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.5762
2011-04-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.5762
2011-05-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.5762
2012-02-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,5.0847
2012-03-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,4.322
2012-04-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,4.2373
2012-05-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,5.0847
2012-10-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,4.5186
2012-11-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.3898
2013-01-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.3898
2013-02-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.3898
2013-03-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.3898
2013-04-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.3898
2013-05-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.3898
2013-06-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.3898
2013-07-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.3898
2013-08-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.3898
2013-09-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.3898
2013-10-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.8983
2013-11-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.5593
2013-12-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.3898
2014-11-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,7.3446
2014-12-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,4.7458
2015-01-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.6271
2015-02-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,5.0847
2015-03-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.7288
2015-04-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.3898
2015-05-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.7966
2015-06-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,15.2542
2015-07-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,7.2203
2015-08-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,8.4746
2015-09-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,4.2373
2015-10-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,7.6271
2015-11-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,8.4068
2016-01-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,1.3081
2016-02-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,1.4535
2016-03-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,0.9485
2016-04-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,1.1337
2016-05-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,1.6811
2016-06-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,1.4485
2016-07-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,1.2427
2016-08-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,1.7331
2016-09-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,1.611
2016-10-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,1.1457
2016-11-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,1.0264
2016-12-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,1.3873
2017-01-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,1.3947
2017-02-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,1.0716
2017-03-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,0.9362
2017-04-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,0.9165
2017-05-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,1.3061
2017-06-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.1841
2017-12-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,1.0643
2018-01-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,1.118
2018-12-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.1844
2019-01-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,4.8564
2019-02-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,4.3522
2019-03-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.2571
2019-04-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.7385
2019-05-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.7193
2019-07-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.5966
2019-08-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.5877
2020-01-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.694
2020-02-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.5442
2020-03-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,4.4206
2020-04-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,4.4046
2020-05-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,4.3891
2020-06-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,4.3699
2020-07-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,4.3559
2020-08-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,4.3413
2020-09-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,4.2956
2020-10-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,4.1697
2020-11-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,4.0906
2020-12-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,4.0664
2021-01-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,4.5079
2021-02-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,4.4986
2021-03-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,4.7104
2021-04-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,4.2321
2021-05-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.5194
2021-06-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.9462
2021-07-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.3881
2021-08-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.1255
2021-09-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.1144
2021-11-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.0808
2022-01-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.0459
2022-02-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.2974
2022-03-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.2061
2022-04-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.9346
2022-05-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.5724
2022-06-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.3625
2022-07-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.0324
2022-08-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.1279
2022-09-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.6161
2022-10-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,4.163
2022-11-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.3709
2022-12-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,1.9068
2023-01-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.4423
2023-02-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.1309
2023-03-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.4542
2023-04-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,2.307
2023-07-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.4341
2023-08-15,Unity-Rubkona-Bentiu-Beans (red)-KG-SSP,3.2553
